Taxpayer_Number,Taxpayer_Name,Taxpayer_Address,Taxpayer_City,Taxpayer_State,Taxpayer_Zip,Taxpayer_County,Location_Number,Location_Name,Location_Address,Location_City,Location_State,Location_Zip,Location_County,TABC_Permit_Number,Inside/Outside_City_Limits,Responsibility_Begin_Date,Responsibility_End_Date,Obligation_End_Date,Liquor_Receipts,Wine_Receipts,Beer_Receipts,Cover_Charge_Receipts,Total_Receipts
17426340521,"SENOR ACAPULCO, INC.",1912 E 7TH ST STE B,AUSTIN,TX,78702,227,1,BABY ACAPULCO RESTAURANT #1,1705A S LAKESHORE BLVD,AUSTIN,TX,78741,227,MB608414,Y,12/01/1993,,12/31/2017,$49397,$85,$6564,$0,$56046
32058457691,"LW SOUTHPARK-LW2, LLC",3711 BRIARPARK DR STE 300,HOUSTON,TX,77042,101,4,LITTLE WOODROW'S,9500 S INTERSTATE 35 STE 100,AUSTIN,TX,78748,227,MB739128,Y,03/01/2016,,12/31/2017,$44876,$1502,$62555,$0,$108933
17429924594,"FLEMING'S BEVERAGES, LLC",2202 N WEST SHORE BLVD STE 500,TAMPA,FL,33607,0,6,FLEMING'S PRIME STEAKHOUSE AND WINE BAR,11600 CENTURY OAKS TER STE 140,AUSTIN,TX,78758,227,MB710203,Y,12/12/2008,,12/31/2017,$68340,$137369,$10352,$0,$216061
32014614344,JASON ALAN ZIDD,12221 RIATA TRACE PKWY STE 100,AUSTIN,TX,78727,227,1,RIATA BAR & GRILL,12221 RIATA TRACE PKWY STE 100,AUSTIN,TX,78727,227,MB557428,Y,05/20/2004,,12/31/2017,$12865,$383,$14952,$0,$28200
32046502384,"AVANATOR GROUP, INC.",3210 ESPERANZA XING APT 5127,AUSTIN,TX,78758,227,1,MAVERICKS,1700 GRAND AVENUE PKWY STE 240,PFLUGERVILLE,TX,78660,227,MB811975,N,06/28/2012,,12/31/2017,$83024,$103,$49595,$14336,$147058
32037968495,"ROARING FORK AUSTIN STONELAKE, LLC",14850 N SCOTTSDALE RD STE 265,SCOTTSDALE,AZ,85254,0,1,ROARING FORK AUSTIN STONELAKE LLC,10850 STONELAKE BLVD,AUSTIN,TX,78759,227,MB717789,Y,03/23/2009,,12/31/2017,$66327,$65335,$11254,$0,$142916
32058457600,"LITTLE WOODROW'S HOLDINGS-LW2, LLC",3711 BRIARPARK DR STE 300,HOUSTON,TX,77042,101,1,LITTLE WOODROW'S,6301 W PARMER LN STE 501,AUSTIN,TX,78729,227,MB739104,N,08/01/2016,,12/31/2017,$56614,$1554,$82848,$0,$141016
13646007040,BOTTICELLI BELLA AMORE LLC,1321 S CONGRESS AVE,AUSTIN,TX,78704,227,1,BOTTICELLI'S SOUTH CONGRESS,1321 S CONGRESS AVE,AUSTIN,TX,78704,227,MB672831,Y,10/01/2007,,12/31/2017,$11925,$31691,$2635,$0,$46251
19108474867,"RED ROBIN INTERNATIONAL, INC.",6312 S FIDDLERS GREEN CIR STE 200N,GREENWOOD VLG,CO,80111,0,5,RED ROBIN #365,13000 N INTERSTATE 35 BLDG 5,AUSTIN,TX,78753,227,MB948211,Y,06/17/2016,,12/31/2017,$6932,$9742,$789,$0,$17463
17527348464,MAGGIANO'S BEVERAGE COMPANY,6820 LYNDON B JOHNSON FWY,DALLAS,TX,75240,57,10,MAGGIANO'S LITTLE ITALY,10910 DOMAIN DR BLDG W UNIT 100,AUSTIN,TX,78758,227,MB740206,Y,01/12/2010,,12/31/2017,$57541,$72963,$10604,$0,$141108
17428445054,"LUFTHEFE, L.L.C.",10010 N CAPITAL OF TEXAS HWY,AUSTIN,TX,78759,227,1,NORTH BY NORTHWEST,10010 N CAPITAL OF TEXAS HWY,AUSTIN,TX,78759,227,MB457160,Y,08/27/1999,,12/31/2017,$31243,$31371,$72712,$0,$135326
32038939826,LIBERTY ATX LLC,1307 CRESTWOOD RD,AUSTIN,TX,78722,227,1,THE LIBERTY,1618 1/2 E 6TH ST,AUSTIN,TX,78702,227,MB725507,Y,06/29/2009,,12/31/2017,$37348,$582,$32059,$0,$69989
32041797898,"GALLERY RESTAURANT GROUP, LLC",301 SAN JACINTO BLVD,AUSTIN,TX,78701,227,1,VINCE YOUNG STEAKHOUSE,301 SAN JACINTO BLVD,AUSTIN,TX,78701,227,MB760765,Y,11/01/2010,,12/31/2017,$31911,$57190,$3851,$0,$92952
32043636177,FOUR ROUND WINDOWS LLC,1106 W 38TH ST STE 200,AUSTIN,TX,78705,227,2,ITALIC,123 W 6TH ST,AUSTIN,TX,78701,227,MB895428,Y,01/15/2015,,12/31/2017,$16506,$54681,$5430,$0,$76617
32043163370,"BIG DADDY'S BURGERS & BAR, LLC",9070 RESEARCH BLVD STE 101,AUSTIN,TX,78758,227,1,BIG DADDY'S BURGERS & BAR,9070 RESEARCH BLVD,AUSTIN,TX,78758,227,MB768044,Y,02/16/2011,,12/31/2017,$18196,$668,$21275,$0,$40139
17428603785,THE AUSTIN GOLF CLUB,24900 STATE HIGHWAY 71 W,SPICEWOOD,TX,78669,227,1,THE AUSTIN GOLF CLUB,24900 STATE HIGHWAY 71 W,SPICEWOOD,TX,78669,227,MB483441,N,12/21/2000,,12/31/2017,$3918,$1853,$2347,$0,$8118
17525853283,"SPEEDS PLUS, INC.",PO BOX 224971,DALLAS,TX,75222,57,16,RACK DADDY'S,1779 WELLS BRANCH PKWY # 103&107,AUSTIN,TX,78728,227,MB453684,N,06/28/1999,,12/31/2017,$46828,$216,$30820,$0,$77864
32048992856,"THE MAIN STREET TAP, LLC",309 E MAIN ST,ROUND ROCK,TX,78664,246,2,THE BRASS TAP DOMAIN,10910 DOMAIN DR STE 120,AUSTIN,TX,78758,227,MB927734,Y,11/23/2015,,12/31/2017,$35019,$4697,$68675,$0,$108391
15814983126,"RARE HOSPITALITY INTERNATIONAL, INC.",PO BOX 695016,ORLANDO,FL,32869,0,13,LONGHORN STEAKHOUSE #5423,4809 W HIGHWAY 290,SUNSET VALLEY,TX,78735,227,MB801233,Y,03/21/2012,,12/31/2017,$10534,$8633,$5204,$0,$24371
32053026517,STINSON'S BISTRO TARRYTOWN LLC,3112 WINDSOR RD STE A-365,AUSTIN,TX,78703,227,2,STINSON'S BISTRO TARRYTOWN LLC,3300 N INTERSTATE 35 STE 140,AUSTIN,TX,78705,227,MB873905,Y,06/01/2015,,12/31/2017,$1769,$348,$287,$0,$2404
17425229717,"THE COUNTY LINE ON THE LAKE, INC.",512 E RIVERSIDE DR STE 200,AUSTIN,TX,78704,227,1,THE COUNTY LINE ON THE LAKE INC,5204 RANCH ROAD 2222,AUSTIN,TX,78731,227,MB206766,Y,12/01/1993,,12/31/2017,$20750,$9214,$20853,$0,$50817
32056468880,"REGAL LICENSING, LLC",7132 REGAL LN,KNOXVILLE,TN,37918,0,11,ARBOR 8 @ GREAT HILLS,9828 GREAT HILLS TRL,AUSTIN,TX,78759,227,MB928551,Y,12/03/2015,,12/31/2017,$0,$6737,$10622,$0,$17359
32058306997,"LA CORSHA DOMAIN, LLC",3106 LOOKOUT LN,AUSTIN,TX,78746,227,1,ARCHER HOTEL,3121 PALM WAY,AUSTIN,TX,78758,227,MB944256,Y,05/16/2016,,12/31/2017,$93421,$71392,$16445,$0,$181258
32046977198,"FIREHOUSE BAR, LLC",605 BRAZOS ST STE 100,AUSTIN,TX,78701,227,1,"FIREHOUSE BAR, LLC",605 BRAZOS ST STE 100,AUSTIN,TX,78701,227,MB820117,Y,09/21/2012,,12/31/2017,$75670,$1955,$23615,$0,$101240
32041455596,"CPK SPIRITS, LLC",2200 CABOT DR STE 300 C/O THOMSON REUTER,LISLE,IL,60532,0,1,CALIFORNIA PIZZA KITCHEN,3401 ESPERANZA XING STE 100,AUSTIN,TX,78758,227,MB754762,Y,08/12/2010,,12/31/2017,$9231,$7504,$4754,$0,$21489
32039395531,"CORNER WEST, LLC",715 W 6TH ST,AUSTIN,TX,78701,227,1,THE DOGWOOD,715 W 6TH ST,AUSTIN,TX,78701,227,MB750447,Y,06/15/2010,,12/31/2017,$143683,$3474,$48024,$0,$195181
32033248629,"SUCCESS FOODS MANAGEMENT GROUP, LLC",4501 SPRINGDALE RD ATTN: DANNY RUSSO,AUSTIN,TX,78723,227,49,TORCHY'S TACOS,1945 MEDICAL DR STE 100,LAKEWAY,TX,78734,227,MB940811,Y,04/12/2016,,12/31/2017,$23590,$1786,$13986,$0,$39362
32038920883,"112 ACADEMY BEVERAGES, LLC",1402 E CESAR CHAVEZ ST STE 100,AUSTIN,TX,78702,227,1,HOTEL SAINT CECILIA,112 ACADEMY DR,AUSTIN,TX,78704,227,MB717409,Y,03/18/2009,,12/31/2017,$12227,$9389,$1326,$0,$22942
32037771089,"SHANGRI-LA ATX, L.L.C.",1307 CRESTWOOD RD,AUSTIN,TX,78722,227,1,SHANGRI-LA,1016 E 6TH ST,AUSTIN,TX,78702,227,MB707813,Y,11/10/2008,,12/31/2017,$42273,$473,$23056,$0,$65802
32061967892,101 BY TEA HAUS LLC,6208 SPICEBRUSH CV,AUSTIN,TX,78759,227,1,101 BY TEA HAUS,6929 AIRPORT BLVD STE 132,AUSTIN,TX,78752,227,MB994187,Y,09/14/2017,,12/31/2017,$2092,$0,$990,$0,$3082
32053100643,SAGE ELEVEN PORTFOLIO MANAGER LLC,1575 WELTON ST STE 300,DENVER,CO,80202,0,1,COURTYARD AUSTIN UNIVERSITY AREA,5660 N INTERSTATE 35,AUSTIN,TX,78751,227,MB872865,Y,05/21/2014,,12/31/2017,$2949,$1918,$1083,$0,$5950
32055814076,"SPIRITED 405 EAST 7TH ST, LLC",515 W 7TH ST FL 3,LOS ANGELES,CA,90014,0,1,7 GRAND,405 E 7TH ST,AUSTIN,TX,78701,227,MB900038,Y,03/09/2015,,12/31/2017,$90960,$913,$7083,$0,$98956
17421785522,"CARMELO'S, INC.",14795 MEMORIAL DR,HOUSTON,TX,77079,101,3,CARMELO'S ITALIAN RESTAURANT,504 E 5TH ST STE A,AUSTIN,TX,78701,227,MB626135,Y,12/01/1993,,12/31/2017,$0,$0,$0,$0,$0
32059110729,407 BAR INC.,PO BOX 685084,AUSTIN,TX,78768,227,1,407 BAR/THE LIBRARY,407 E 6TH ST,AUSTIN,TX,78701,227,MB936079,Y,02/25/2016,,12/31/2017,$96273,$253,$26557,$0,$123083
30117183399,"JOE'S CRAB SHACK, LLC",10555 RICHMOND AVE,HOUSTON,TX,77042,101,16,JOE'S CRAB SHACK,600 E RIVERSIDE DR,AUSTIN,TX,78704,227,MB654010,Y,08/29/2013,12/01/2017,12/31/2017,$0,$0,$0,$0,$0
17429280005,"616 RESTAURANT, INC.",616 NUECES ST,AUSTIN,TX,78701,227,1,THE RANCH,616 NUECES ST,AUSTIN,TX,78701,227,MB453004,Y,05/01/2000,,12/31/2017,$80947,$15788,$6468,$0,$103203
17416113326,"CATERING BY ROSEMARY, INC.",PO BOX 1361,SAN ANTONIO,TX,78295,15,4,CATERING BY ROSEMARY INC,2110 SAN JACINTO BLVD,AUSTIN,TX,78712,227,MB217888,Y,12/01/1993,,12/31/2017,$97964,$37154,$17572,$0,$152690
32044665977,AUSTIN'S MOON TOWER SALOON LLC,10212 MANCHACA RD,AUSTIN,TX,78748,227,1,AUSTIN'S MOON TOWER SALOON INC.,10212 MANCHACA RD,AUSTIN,TX,78748,227,MB802982,N,04/05/2012,,12/31/2017,$102141,$3314,$89425,$0,$194880
32004635473,"TEXAS CHILI PARLOR, INC.",1409 LAVACA ST,AUSTIN,TX,78701,227,1,TEXAS CHILI PARLOR,1409 LAVACA ST,AUSTIN,TX,78701,227,MB525996,Y,11/14/2002,,12/31/2017,$27482,$1137,$15789,$0,$44408
32040925706,"ALAMO SLAUGHTER LANE, LTD.",612A E 6TH ST,AUSTIN,TX,78701,227,3,ALAMO DRAFTHOUSE CINEMA,5701 SLAUGHTER LN,AUSTIN,TX,78749,227,MB794937,Y,01/13/2012,,12/31/2017,$82949,$35792,$87857,$0,$206598
12317173321,"ARAMARK EDUCATIONAL SERVICES OF TEXAS, LLC",PO BOX 7548,PHILADELPHIA,PA,19101,0,45,"ARAMARK EDUCATIONAL SERVICES OF TEXAS, LLC",2301 GUADALUPE ST,AUSTIN,TX,78705,227,MB258408,Y,11/17/1995,,12/31/2017,$0,$1996,$1151,$0,$3147
32063383288,"BACKSPIN BEVERAGES, LLC",48 EAST 23RD ST,NEW YORK,NY,10010,0,1,SPIN AUSTIN,213 W 5TH ST,AUSTIN,TX,78701,227,MB990197,Y,08/03/2017,,12/31/2017,$0,$0,$0,$0,$0
32046734318,"INKA CINKO, LLC",1707 E 6TH ST,AUSTIN,TX,78702,227,1,TAMALE HOUSE EAST,1707 E 6TH ST,AUSTIN,TX,78702,227,MB882363,Y,08/25/2014,,12/31/2017,$13590,$1658,$3850,$0,$19098
32044051137,"TOPGOLF USA AUSTIN, LLC",8750 N CENTRAL EXPY STE 1200,DALLAS,TX,75231,57,4,TOP GOLF,2700 ESPERANZA XING,AUSTIN,TX,78758,227,MB835606,Y,05/01/2015,,12/31/2017,$189853,$42681,$173981,$0,$406515
32054655645,PROHIBITION CREAMERY LLC,800 W 5TH ST APT 1104,AUSTIN,TX,78703,227,1,PROHIBITION CREAMERY,1407 E 7TH ST,AUSTIN,TX,78702,227,MB920646,Y,09/16/2015,,12/31/2017,$9137,$601,$392,$0,$10130
32047285849,"NIK'S 620, LLC",7900 N FM 620 RD STE 100,AUSTIN,TX,78726,227,1,NIK'S ITALIAN KITCHEN + BAR,7900 N FM 620 RD STE 100,AUSTIN,TX,78726,227,MB815849,Y,08/03/2012,,12/31/2017,$12054,$11500,$5172,$0,$28726
17429468469,"PUB DRINKS OF AUSTIN, INC.",1910 TRAVIS HEIGHTS BLVD,AUSTIN,TX,78704,227,1,B.D. RILEY'S PUB,204 E 6TH ST,AUSTIN,TX,78701,227,MB478329,Y,08/22/2000,,12/31/2017,$33346,$3034,$44775,$0,$81155
12238856756,"ROARING FORK AUSTIN, LLC",14850 N SCOTTSDALE RD STE 265,SCOTTSDALE,AZ,85254,0,1,ROARING FORK,701 CONGRESS AVE,AUSTIN,TX,78701,227,MB532936,Y,03/28/2003,,12/31/2017,$51932,$58532,$10807,$0,$121271
15421445030,"ALAMO SOUTH LAMAR, L.P.",612 E 6TH ST STE A,AUSTIN,TX,78701,227,1,ALAMO DRAFTHOUSE CINEMA,1120 S LAMAR BLVD,AUSTIN,TX,78704,227,MB875623,Y,06/20/2014,,12/31/2017,$167242,$67530,$169005,$0,$403777
12011762379,"2JCR ENTERPRISES, INC.",3616 FAR WEST BLVD STE 116,AUSTIN,TX,78731,227,1,BOULEVARD GRILL,3616 FAR WEST BLVD STE 116,AUSTIN,TX,78731,227,MB609717,Y,09/29/2005,,12/31/2017,$21117,$816,$16563,$0,$38496
17519330587,"CHILI'S BEVERAGE COMPANY, INC.",6820 LYNDON B JOHNSON FWY,DALLAS,TX,75240,57,137,CHILI'S GRILL & BAR,701 E STASSNEY LN STE A,AUSTIN,TX,78745,227,MB492405,Y,05/09/2001,,12/31/2017,$19130,$1040,$10914,$0,$31084
17429791654,"ELEFANTE ROSA, INC.",1912 E 7TH ST STE B,AUSTIN,TX,78702,227,2,BABY ACAPULCO RESTAURANT #4,13609 N INTERSTATE 35,AUSTIN,TX,78753,227,MB608722,Y,10/07/2005,,12/31/2017,$83749,$624,$10726,$0,$95099
32051843558,"BMB DINING SERVICES (AUSTIN), INC.",10959 CUTTEN RD,HOUSTON,TX,77066,101,1,BOMBSHELLS,15119 INTERSTATE 35 BLDG C,AUSTIN,TX,78660,227,MB861529,Y,01/14/2014,,12/31/2017,$39609,$565,$45795,$0,$85969
10617411391,"LAMBERT'S DOWNTOWN BARBEQUE, LTD.",401 W 2ND ST,AUSTIN,TX,78701,227,1,LAMBERT'S DOWNTOWN BARBECUE,401 W 2ND ST,AUSTIN,TX,78701,227,MB644700,Y,11/13/2006,,12/31/2017,$80412,$37245,$30702,$0,$148359
32048391984,"COLORADO STREET MANAGERS, LLC",1101 S CAPITAL OF TEXAS HWY_BLG K STE 15,WEST LAKE HLS,TX,78746,227,1,GARAGE,503 COLORADO ST STE 100,AUSTIN,TX,78701,227,MB850830,Y,09/06/2013,,12/31/2017,$101807,$7376,$4170,$0,$113353
32046697762,"EGG CASA2, INC",11500 MANCHACA RD,AUSTIN,TX,78748,227,1,CASA GARCIAS,1901 W WILLIAM CANNON DR STE 159,AUSTIN,TX,78745,227,MB466985,Y,10/05/2012,,12/31/2017,$36740,$1466,$13597,$0,$51803
32041524391,"V1 VENTURES, LTD",308 COLORADO ST,AUSTIN,TX,78701,227,1,HANGAR LOUNGE,318 COLORADO ST,AUSTIN,TX,78701,227,MB754572,Y,08/10/2010,,12/31/2017,$60434,$4383,$13503,$0,$78320
17427050780,WLS BEVERAGE COMPANY,701 E 83RD AVE STE 17,MERRILLVILLE,IN,46410,0,37,WLS BEVERAGE CO,110 E 2ND ST,AUSTIN,TX,78701,227,MB893800,Y,12/29/2014,,12/31/2017,$502066,$219778,$147974,$0,$869818
17606444507,"CIGI BEVERAGES OF TEXAS, LLC",2202 N WEST SHORE BLVD STE 500,TAMPA,FL,33607,0,7,CARRABBA'S ITALIAN GRILL,11590 RESEARCH BLVD,AUSTIN,TX,78759,227,MB258555,Y,08/12/2004,,12/31/2017,$7770,$23529,$2886,$0,$34185
32061918077,BITTER BARREL LP,7008 RYAN DR,AUSTIN,TX,78757,227,1,THE BACK LOT,606 MAIDEN LN,AUSTIN,TX,78705,227,MB999727,Y,11/08/2017,,12/31/2017,$2306,$6,$2388,$0,$4700
32055896347,"LW RIDGE, LLC",3711 BRIARPARK DR STE 300,HOUSTON,TX,77042,101,1,LITTLE WOODROW'S,12601 TECH RIDGE BLVD STE 700,AUSTIN,TX,78753,227,MB925266,Y,10/29/2015,,12/31/2017,$45965,$979,$62844,$0,$109788
17429354669,"CONGRESS AVENUE, INC.",505 NECHES ST,AUSTIN,TX,78701,227,2,CIELO NIGHTCLUB,505 NECHES ST,AUSTIN,TX,78701,227,MB465037,Y,07/26/2011,,12/31/2017,$54482,$0,$33049,$0,$87531
18000117541,"ARJ ENTERTAINMENT, INC.",217 W 4TH ST STE B,AUSTIN,TX,78701,227,1,RAIN ON 4TH,217 W 4TH ST STE B,AUSTIN,TX,78701,227,MB523793,Y,10/10/2002,,12/31/2017,$186325,$3662,$32477,$3061,$225525
32024071774,"SG FALCON SERVICES, L.L.C.",15201 FALCON HEAD BLVD,AUSTIN,TX,78738,227,1,FALCONHEAD GOLF CLUB,15201 FALCON HEAD BLVD,AUSTIN,TX,78738,227,MB699303,Y,07/28/2008,,12/31/2017,$6806,$118,$7395,$0,$14319
32018786502,"VALENCIA ORANGES III, INC.",4400 POST OAK PKWY STE 1640,HOUSTON,TX,77027,101,2,"VALENCIA ORANGES III, INC.",10901 DOMAIN DR,AUSTIN,TX,78758,227,MB854446,Y,10/15/2013,,12/31/2017,$31698,$8051,$13391,$0,$53140
14121061676,"WATERBEND, INC.",4209 ECK LN,AUSTIN,TX,78734,227,1,WATERBEND INC,4209 ECK LN,AUSTIN,TX,78734,227,MB559406,N,06/21/2004,,12/31/2017,$10560,$8075,$15236,$0,$33871
32060828574,DOC B'S FRESH KITCHEN-DOMAIN AUSTIN LLC,213 W INSTITUTE PL STE 701,CHICAGO,IL,60610,0,1,DOC B'S FRESH KITCHEN,3001 PALM WAY STE 120,AUSTIN,TX,78758,227,MB991688,Y,08/17/2017,,12/31/2017,$32245,$24069,$13003,$0,$69317
17427341387,"FLORES #5, LLC",2440 E HIGHWAY 290 BLDG D,DRIPPING SPGS,TX,78620,105,6,FLORES MEXICAN RESTAURANT,4625 W WILLIAM CANNON DR BLDG 4,AUSTIN,TX,78749,227,MB476517,Y,12/31/2014,,12/31/2017,$59656,$2079,$16048,$0,$77783
32050052029,"DH BEVERAGE, LLC",211 E 7TH ST STE 620,AUSTIN,TX,78701,227,2,DH BEVERAGE LLC,604 BRAZOS ST,AUSTIN,TX,78701,227,MB842066,Y,05/30/2013,,12/31/2017,$379250,$145935,$38068,$0,$563253
32047707289,"SYNERGY RESTUARANT MANAGEMENT - CANNON, L.L.C.",13355 NOEL RD STE 1645,DALLAS,TX,75240,57,1,APPLEBEE'S 8001,6315 S INTERSTATE 35,AUSTIN,TX,78744,227,MB814403,Y,07/24/2012,,12/31/2017,$24074,$781,$13313,$0,$38168
32062854172,COOKBOOK LLC,1106 W 38TH ST STE 200,AUSTIN,TX,78705,227,1,COOKBOOK,710 W CESAR CHAVEZ ST,AUSTIN,TX,78701,227,MB998307,Y,10/24/2017,,12/31/2017,$15137,$7262,$5828,$0,$28227
32044650706,"THE LEAGUE CONCEPTS, LLC",1310 RANCH ROAD 620 S STE C1-C3,LAKEWAY,TX,78734,227,1,THE LEAGUE,1310 RANCH ROAD 620 S,LAKEWAY,TX,78734,227,MB786830,Y,10/06/2011,,12/31/2017,$18778,$17726,$14234,$0,$50738
17428833515,"PLATINUM BEANS, LTD.",10201 JOLLYVILLE RD,AUSTIN,TX,78759,227,1,MANUEL'S AT GREAT HILLS,10201 JOLLYVILLE RD,AUSTIN,TX,78759,227,MB436920,Y,08/10/1998,,12/31/2017,$48748,$12008,$4505,$0,$65261
12035132393,"CRO DEVELOPMENT I LICENSE, INC.",12200 N STEMMONS FWY STE 100,DALLAS,TX,75234,57,2,CANTINA LAREDO RESTAURANT #303,201 W 3RD ST,AUSTIN,TX,78701,227,MB629043,Y,05/25/2006,,12/31/2017,$0,$0,$0,$0,$0
17422431936,STATE THEATER COMPANY,PO BOX 1566,AUSTIN,TX,78767,227,3,STATE THEATER COMPANY,719 CONGRESS AVE,AUSTIN,TX,78701,227,MB837723,Y,04/16/2013,,12/31/2017,$1831,$3761,$1375,$0,$6967
17426413971,RCI DINING SERVICES (ROUND ROCK) INC.,3105 S INTERSTATE 35,ROUND ROCK,TX,78664,227,1,RICK'S CABARET,3105 S INTERSTATE 35,ROUND ROCK,TX,78664,227,MB227678,Y,12/15/2009,,12/31/2017,$99756,$5206,$32601,$0,$137563
18304720081,"SUNSET VALLEY BAR & GRILL, LP",1106 W 38TH ST STE 200,AUSTIN,TX,78705,227,1,DOC'S BACKYARD,5207 BRODIE LN # 100,SUNSET VALLEY,TX,78745,227,MB669167,Y,08/22/2007,,12/31/2017,$18469,$2494,$37117,$0,$58080
10207827253,"J. BLACK'S, LP",PO BOX 7799,ROUND ROCK,TX,78683,246,1,J BLACK'S,710B W 6TH ST,AUSTIN,TX,78701,227,MB664156,Y,06/26/2007,,12/31/2017,$41130,$4008,$9917,$0,$55055
12710340659,"BARBARELLA, LLC",615 RED RIVER ST,AUSTIN,TX,78701,227,1,BARBARELLA,615 RED RIVER ST,AUSTIN,TX,78701,227,MB739429,Y,12/29/2009,,12/31/2017,$142407,$0,$63523,$0,$205930
12028987225,"H.I.S. - BEVERAGES OF AUSTIN, LLC",6121 N INTERSTATE 35,AUSTIN,TX,78752,227,1,CROSSROADS GRILL/CLUB MAX LOUNGE,6121 N INTERSTATE 35,AUSTIN,TX,78752,227,MB606507,Y,08/29/2005,,12/31/2017,$16741,$4747,$9680,$0,$31168
32047707347,"SYNERGY RESTAURANT MANAGEMENT - HOUSTON, L.L.C.",13355 NOEL RD STE 1645,DALLAS,TX,75240,57,19,APPLEBEE'S #8009 (ST. JOHNS/AUSTIN I-35),7522 N INTERSTATE 35,AUSTIN,TX,78752,227,MB815083,Y,07/30/2012,,12/31/2017,$27442,$756,$9247,$0,$37445
13714470963,"CHICAGO PIZZA HOSPITALITY HOLDING, INC.",7755 CENTER AVE STE 300,HUNTINGTN BCH,CA,92647,0,24,BJ'S RESTAURANT & BREWHOUSE,10515 N MO PAC EXPY STE Q,AUSTIN,TX,78759,227,MB765969,Y,01/21/2011,,12/31/2017,$21230,$8086,$30346,$0,$59662
17427513654,"LAKEWAY CLUBS, INC.",3030 LYNDON B JOHNSON FWY STE 600,DALLAS,TX,75234,57,6,FLINTROCK FALLS GOLF COURSE,401 JACK NICKLAUS DR,LAKEWAY,TX,78738,227,MB637867,Y,08/29/2006,,12/31/2017,$4524,$6214,$4639,$0,$15377
17426615716,"VOLENTE BEACH, INC.",13492 N HIGHWAY 183 STE 120-236,AUSTIN,TX,78750,246,1,VOLENTE BEACH/VIP MARINA,16107 WHARF CV,LEANDER,TX,78641,227,MB238709,Y,04/19/1994,,12/31/2017,$5947,$1032,$3500,$0,$10479
12046550096,"HYDE PARK WESTGATE, LTD.",4208 SHOALWOOD AVE,AUSTIN,TX,78756,227,1,HYDE PARK BAR & GRILL WESTGATE,4521 W GATE BLVD,AUSTIN,TX,78745,227,MB632005,Y,06/28/2006,,12/31/2017,$27906,$25187,$13901,$0,$66994
12629272829,"XTREME CUISINE III, LLC",7100 BOULEVARD 26 STE 208,RICHLAND HLS,TX,76180,220,1,PIRANHA KILLER SUSHI,207 SAN JACINTO BLVD,AUSTIN,TX,78701,227,MB721257,Y,05/06/2009,,12/31/2017,$7154,$8488,$4123,$0,$19765
32038541168,"CGP BALCONES BEVCO, LLC",5430 LYNDON B JOHNSON FWY STE 1400,DALLAS,TX,75240,57,1,BALCONES COUNTRY CLUB,8600 BALCONES CLUB DR,AUSTIN,TX,78750,227,MB724445,Y,06/17/2009,,12/31/2017,$19042,$9133,$10398,$1050,$39623
17427050780,WLS BEVERAGE COMPANY,701 E 83RD AVE STE 17,MERRILLVILLE,IN,46410,0,15,WLS BEVERAGE COMPANY,4415 S INTERSTATE 35,AUSTIN,TX,78744,227,MB489072,Y,03/15/2001,,12/31/2017,$21690,$5747,$7882,$0,$35319
13311787223,"HYDE AND CANCHOLA ENTERPRISES, INC.",5300 MARSH CREEK DR,AUSTIN,TX,78759,227,1,BENDER BAR AND GRILL,321 W BEN WHITE BLVD,AUSTIN,TX,78704,227,MB677833,Y,11/29/2007,,12/31/2017,$62291,$457,$54792,$0,$117540
17426698399,"HH BOAT TOWNE, LTD.",3825 LAKE AUSTIN BLVD,AUSTIN,TX,78703,227,1,HULA HUT,3825 LAKE AUSTIN BLVD,AUSTIN,TX,78703,227,MB238715,Y,12/01/1993,,12/31/2017,$102490,$5252,$26554,$0,$134296
32033248629,"SUCCESS FOODS MANAGEMENT GROUP, LLC",4501 SPRINGDALE RD ATTN: DANNY RUSSO,AUSTIN,TX,78723,227,36,TORCY'S TACOS,1801 E 51ST ST,AUSTIN,TX,78723,227,MB876490,Y,06/27/2014,,12/31/2017,$25575,$1225,$14789,$0,$41589
12605582381,FOGO DE CHAO CHURRASCARIA (AUSTIN) LLC,14881 QUORUM DR STE 750,DALLAS,TX,75254,57,1,FOGO DE CHAO,309 E 3RD ST,AUSTIN,TX,78701,227,MB672998,Y,10/03/2007,,12/31/2017,$44395,$45575,$5496,$0,$95466
32038732049,MI SANTA RITA ESCARPMENT LP,1013 W 34TH ST,AUSTIN,TX,78705,227,1,SANTA RITA TEX MEX CANTINA,5900 W SLAUGHTER LN STE 550,AUSTIN,TX,78749,227,MB725845,Y,07/03/2009,,12/31/2017,$15353,$1471,$2862,$0,$19686
32053681832,"REMI-NEWTON GROUP AUSTIN, LLC",27855 COLONIAL OAK,BOERNE,TX,78015,15,1,VIVO,6406 N INTERSTATE 35 STE 2343,AUSTIN,TX,78752,227,MB880075,Y,08/04/2014,,12/31/2017,$35307,$1270,$2549,$0,$39126
12044329824,BAYOU BEVERAGE COMPANY,1705 S QUINLAN PARK RD,AUSTIN,TX,78732,227,1,LAKE AUSTIN SPA,1705 S QUINLAN PARK RD,AUSTIN,TX,78732,227,MB628788,N,05/22/2006,,12/31/2017,$0,$14587,$348,$0,$14935
